id,group_id,title,datetime
T00059,G00011,エア・ドゥ、きょう全便で空席待ち受付を中止 7便を欠航,2024年1月3日
T00060,G00024,JAL、きょう44便を欠航 羽田空港滑走路閉鎖の影響,2024年1月3日
T00061,G00091,JALグループ、航空券の特別対応実施 3月末搭乗分まで対象,2024年1月3日
T00062,G00071,スカイマーク、きょうの4便を欠航 羽田空港滑走路閉鎖の影響,2024年1月3日
T00063,G00015,ANA、きょう55便を欠航 羽田空港滑走路閉鎖の影響,2024年1月3日
T00064,G00095,炎上のJAL機、脱出時に機内アナウンスシステムが作動せず 安全な3か所の出口から全員脱出,2024年1月3日
T00065,G00119,エアバス、「当局の調査に技術支援を提供」 JAL機火災事故で,2024年1月3日
T00066,G00015,ANA、羽田発の国際線運航再開 3便欠航,2024年1月2日
T00067,,羽田空港、滑走路の運用を再開,2024年1月2日
T00068,G00015,ANA、3日の羽田発着全便を無手数料で振替・払戻対応,2024年1月2日
T00069,,【速報】羽田空港でJAL機が炎上、海上保安庁機が衝突か 乗員乗客全員脱出,2024年1月2日
T00070,G00015,ANA、東京/羽田〜能登線を4日まで欠航,2024年1月2日
T00071,G00024,JAL、大阪/伊丹〜新潟線で臨時便 きょう1往復,2024年1月2日
T00072,G00015,ANA、東京/羽田〜小松・富山線の機材大型化 小松に777-300型機,2024年1月2日
T00073,G00024,JAL、東京/羽田〜小松線で臨時便 あす3日に1往復,2024年1月2日
T00074,,北陸鉄道、小松空港発着バスの運休撤回,2024年1月2日
T00075,G00015,ANA、福岡〜小松線で臨時便 きょう1往復,2024年1月2日
T00076,G00015,ANA、能登発着便以外は通常運航 羽田〜小松線は機材大型化も,2024年1月2日
T00077,G00024,JAL、東京/羽田〜小松線で臨時便 767で1往復,2024年1月2日
T00078,G00040,能登空港、滑走路に長さ10メートル以上のひび複数,2024年1月2日
T00079,G00015,ANA、東京/羽田〜小松線で臨時便 787で1往復,2024年1月2日
T00080,G00040,能登空港、きょうの全便欠航,2024年1月2日
T00081,G00058,ジェットスター・ジャパン、あすはほぼ通常運航 労組ストライキ中止で,2024年1月1日
T00082,G00043,タイガーエア・台湾、台北発新潟行き便を引き返し,2024年1月1日
T00083,G00077,ジェットスター労組、ストライキ中止 地震の影響,2024年1月1日
T00084,G00024,JAL、能登地方地震の影響で小松・新潟発着便を欠航,2024年1月1日
T00085,G00015,ANA、能登・庄内・新潟・小松発着便の一部欠航 地震の影響,2024年1月1日
T00086,G00065,中国南方航空、名古屋/中部〜大連線の運航曜日を変更,2024年1月1日
T00087,G00125,"ピーチ、「NEW YEAR SALE」開催 片道2,024円から",2024年1月1日
T00088,G00059,"北九州空港、往復航空券と宿泊のDP購入者に4,000円クーポンを配布",2024年1月1日
T00089,G00107,フィンエアー、欧州行きのセール延長 総額16万円台から,2024年1月1日
T00090,,2024年はどうなる？ 旅行業界激動の2023年を10本の人気記事で振り返る【コラム】,2023年12月31日
T00091,G00035,新千歳空港、降雪の影響で51便欠航 午後8時時点,2023年12月31日
T00092,G00058,ジェットスター・ジャパン、指名ストライキ 元日は20名,2023年12月31日
T00093,G00035,新千歳空港、降雪の影響で40便欠航 午後6時時点,2023年12月31日
T00094,G00027,JTA、航空機整備の廃材をアップサイクルしたキーホルダーを機内販売,2023年12月31日
T00095,G00058,ジェットスター・ジャパン、きょうの欠航大幅増 計22便、約2割が欠航,2023年12月31日
T00096,G00058,ジェットスター・ジャパン、元日は13便を欠航 欠航率約9％,2023年12月31日
T00097,G00025,アシアナ航空、東京/成田〜ソウル/仁川線にボーイング747-400型機を投入 1月3日から,2023年12月31日
T00098,G00065,中国南方航空、東京/成田〜大連線を増便 2月1日から1日1往復,2023年12月31日
T00099,G00007,イベリア航空、地上職員のストライキで461便を欠航に,2023年12月31日
T00100,G00058,ジェットスター・ジャパン、整備で2便欠航,2023年12月31日
T00101,G00050,ZIPAIR Tokyo、8機目を導入 旧JAL機,2023年12月31日
T00102,G00079,エアアジアX、アルマトイ就航 2024年3月14日から週4往復,2023年12月31日
T00103,G00003,エティハド航空、欧州行きでウインターセール 総額11万円台から,2023年12月31日
T00104,G00107,フィンエアー、ビジネスクラスの手荷物規定変更 12月11日発券分から,2023年12月30日
T00105,G00077,ジェットスター労組、交渉また決裂 一定の譲歩も事務所の貸与で合意できず,2023年12月30日
T00106,G00058,ジェットスター・ジャパン、指名ストライキ 31日は23名,2023年12月30日
T00107,G00024,JAL、東京/羽田〜沖縄/那覇線で臨時便 ジェットスターのストで,2023年12月30日
T00108,G00058,ジェットスター・ジャパン、あす31日は13便を欠航 JALが臨時便、欠航率約12％,2023年12月30日
T00109,G00058,ジェットスター・ジャパン、あす31日は13便を欠航 JALが臨時便、欠航率約12％,2023年12月30日
T00110,G00038,スイス・インターナショナル・エアラインズ、来夏スケジュールで欧州内ネットワーク強化,2023年12月30日
T00111,G00133,グレーターベイ航空、東京/成田〜香港線を増便 段階的に1日2往復に,2023年12月30日
T00112,G00115,ソラシドエア、夏スケジュールの航空券を2024年1月31日発売開始,2023年12月30日
T00113,,エティハド航空とモルディビアン航空、インターライン契約を締結,2023年12月30日
T00114,G00077,ジェットスター労組、30日以降もスト継続 会社との交渉決裂,2023年12月30日
T00115,G00015,ANA、東京/羽田〜大阪/関西線で臨時便 12月30日に1便,2023年12月29日
T00116,G00024,JAL、東京/羽田〜鹿児島線で臨時便 ジェットスターのストで,2023年12月29日
T00117,G00060,スプリング・ジャパン、東京/成田〜札幌/千歳線で臨時便 30日に1往復2便、ジェットスターのストで,2023年12月29日
T00118,G00058,ジェットスター・ジャパン、あす30日は8便を欠航 JALとスプリングが臨時便,2023年12月29日
T00119,G00002,マレーシア航空、ハッピーホリディセールを開始 往復総額6万円台から,2023年12月29日
T00120,G00104,スターラックス航空、函館〜台北/桃園線を夏スケジュールは週5往復運航,2023年12月29日
T00121,G00005,スターフライヤー、オリジナルチョコレートを一般販売,2023年12月29日
T00122,G00024,JAL、東京/羽田〜旭川線で臨時便 ジェットスターストで,2023年12月29日
T00123,G00057,ANAのふるさと納税、「ANAにキュン！」で数量限定返礼品を設定,2023年12月29日
T00124,G00058,ジェットスター・ジャパン、ストによる欠航追加 整備事由合わせて17便に,2023年12月29日
T00125,,デルタ航空とエルアル・イスラエル航空、コードシェア実施 マイレージ提携も,2023年12月29日
T00126,G00024,JAL、国内線搭乗でディズニーシー新エリア先行招待券などをプレゼント,2023年12月29日
T00127,G00058,"ジェットスター・ジャパン、ストで約1,500人に影響 他社便振替も実施",2023年12月29日
T00128,G00058,ジェットスター・ジャパン、あす29日は9便を欠航 成田〜旭川線は全便欠航に,2023年12月28日
T00129,G00015,ANA、燃油サーチャージを引き下げ 2月以降発券分,2023年12月28日
T00130,G00058,ジェットスター・ジャパン、指名ストライキ 30日は24名,2023年12月28日
T00131,G00042,ウエストジェット航空、カルガリー〜ソウル/仁川線を開設 2024年5月17日から週3往復,2023年12月28日
T00132,G00126,ニューパシフィック航空、クラウドファンディングによる出資受け入れを断念,2023年12月28日
T00133,,エティハド航空と中国東方航空、戦略的協力関係を強化,2023年12月28日
T00134,G00024,"JAL、JALカード会員の初回搭乗で5,000FLY ON ポイント付与 2024年も実施・登録必須",2023年12月28日
T00135,G00011,エア・ドゥ、東京/羽田〜札幌/千歳線で2月に増便 計4便,2023年12月28日
T00136,G00071,スカイマーク、東京/羽田〜神戸・福岡線で増便 1月に38便,2023年12月28日
T00137,,LUXURY FLIGHT、中部国際空港に航空グッズ専門店 12月22日に開業,2023年12月28日
T00138,G00058,ジェットスター・ジャパン、指名ストライキ 28日は20名,2023年12月27日
T00139,G00150,中国国際航空、大阪/関西〜上海/浦東線を増便 12月20日から1日2往復,2023年12月27日
T00140,G00050,ZIPAIR Tokyo、東京/成田〜バンクーバー線を2024年3月13日開設 週3往復を運航,2023年12月27日
T00141,G00116,JTAとRAC、元日の沖縄/那覇発利用者に「久米島の久米仙」プレゼント,2023年12月27日
T00142,,ANAと小学館がコラボ、グラハンが主人公の漫画「ブルーフライト～グラハン女子物語～」を連載,2023年12月27日
T00143,,アメリカン航空とフィリピン航空、コードシェア実施 日本路線も,2023年12月27日
T00144,G00058,ジェットスター・ジャパン、指名ストライキ 29日は36名に拡大,2023年12月27日
T00145,G00015,"ANA、12月28日〜1月3日搭乗分「トクたびマイル」設定 東京/羽田～富山4,500マイルなど",2023年12月26日
T00146,,国管理空港、使用料引き上げへ パブコメ実施,2023年12月26日
T00147,G00094,大韓航空、鹿児島〜ソウル/仁川線でインバウンドチャーター 21往復を運航,2023年12月26日
T00148,G00154,"スクート、大阪/関西〜シンガポール線でセール 片道17,800円から",2023年12月26日
T00149,G00050,ZIPAIR Tokyo、東京/成田〜ホノルル線を夏スケジュールは週3往復運航,2023年12月26日
T00150,G00058,ジェットスター・ジャパン、乗員繰りで欠航便 東京/成田〜高松線の2便、遅延便も,2023年12月26日
T00151,G00104,スターラックス航空、函館〜台北/桃園線を開設 2024年2月1日から,2023年12月26日
T00152,G00007,イベリア航空、ドーハ就航 1日1往復で,2023年12月26日
T00153,G00007,イベリア航空、リュブリャナに季節定期便,2023年12月26日
T00154,G00058,ジェットスター・ジャパン、指名ストライキ 27日は24名に拡大,2023年12月25日
T00155,G00058,ジェットスター・ジャパン、指名ストライキ 26日は14名がスト,2023年12月25日
T00156,G00125,ピーチ、楽天ペイでの支払いに対応,2023年12月25日
T00157,G00033,ブリティッシュ・エアウェイズ、ロンドン・スタンステッド空港に乗り入れ,2023年12月25日
T00158,G00015,ANA、羽田〜八丈島線でSAFを継続使用 東京都が助成、小池都知事も視察,2023年12月25日
T00159,G00048,ユナイテッド航空、メキシコのトゥルム就航 4路線開設,2023年12月25日
T00160,,タイ国際航空のビジネスクラス、エコノミークラスと同様の座席で苦情 CAATが改善指示,2023年12月25日
T00161,G00129,ニュージーランド航空、スターリンクを導入,2023年12月25日
T00162,G00030,ラタム航空、ボーイング787型機を5機追加発注,2023年12月25日
T00163,G00131,エミレーツ航空、モーリシャスへのエアバスA380型機就航10周年,2023年12月25日
T00164,G00111,ハワイアン航空、札幌/千歳〜ホノルル線を無期限運休,2023年12月25日
T00165,G00115,ソラシドエア、東京/羽田〜熊本・沖縄/那覇線で臨時便を追加 1月と3月に計10便,2023年12月25日
T00166,G00104,スターラックス航空、日本路線の航空券10％オフ,2023年12月25日
T00167,G00058,ジェットスター・ジャパン、乗員繰りできょうも欠航便 東京/成田〜福岡線の2便,2023年12月25日
T00168,G00058,ジェットスター・ジャパン、指名ストライキを25日も実施 9名がスト,2023年12月24日
T00169,G00131,エミレーツ航空、デュッセルドルフのラウンジ刷新,2023年12月24日
T00170,G00066,"アムステルダム・スキポール空港、2024年は483,000便が発着 混雑緩和で便数削減も",2023年12月24日
T00171,G00026,成田国際空港、蓄電池式超急速EV充電器を設置,2023年12月24日
T00172,,サンフランシスコ国際空港、滑走路28Lを5か月間閉鎖,2023年12月24日
T00173,G00058,ジェットスター・ジャパン、乗員繰りで欠航 東京/成田〜福岡線の2便,2023年12月23日
T00174,,「SPORTS BAR by Villa Fontaine」、羽田エアポートガーデンに12月16日開業 朝7時まで営業,2023年12月23日
T00175,G00146,タイ・ベトジェットエア、仙台〜台北/桃園〜バンコク線でチャーター便,2023年12月23日
T00176,G00058,ジェットスター・ジャパン、指名ストライキを24日も実施 8名がスト,2023年12月23日
T00177,G00038,スイス・インターナショナル・エアラインズ、全機材の運航再開,2023年12月23日
T00178,,ビヨンド、マレ〜バンコク/ドンムアン線を2024年7月7日開設,2023年12月23日
T00179,G00115,ソラシドエア、東京/羽田〜長崎線で早朝夜間臨時便 3月に4便,2023年12月23日
T00180,G00002,マレーシア航空、フラッシュセールを開始 往復総額6万円台から,2023年12月22日
T00181,G00058,ジェットスター・ジャパン、指名ストライキ拡大 23日は8名,2023年12月22日
T00182,G00058,ジェットスター・ジャパン、22日は欠航回避 労組ストライキ突入,2023年12月22日
T00183,G00152,国土交通省航空局、JALエンジニアリングに業務改善勧告,2023年12月22日
T00184,G00058,ジェットスター・ジャパン、労働組合が指名ストライキ,2023年12月22日
T00185,,萩・石見空港、利用者への運賃助成拡大,2023年12月22日
T00186,G00003,エティハド航空、東京/成田〜アブダビ線にエアバスA350-1000型機を投入,2023年12月22日
T00187,G00058,"ジェットスター・ジャパン、国内線で「スーパースターセール」 片道3,900円から",2023年12月22日
T00188,G00011,エア・ドゥ、東京/羽田〜札幌/千歳線で1月に増便 計4便,2023年12月22日
T00189,G00006,キャセイパシフィック航空、香港〜ニューヨーク/ジョン・F・ケネディ線でファーストクラス設定,2023年12月22日
T00190,G00029,春秋航空、高松〜上海/浦東線の運休継続 1月まで,2023年12月22日
T00191,G00044,カタール航空、来夏スケジュールでネットワーク拡大 ヴェネツィアとハンブルクへ,2023年12月21日
T00192,G00107,フィンエアー、日本支社長にサカリ・ロム氏,2023年12月21日
T00193,G00055,"チェジュ航空、日韓線で「今安セール」 片道3,500円から",2023年12月21日
T00194,G00024,JAL、エアバスA350-1000型機でチャーターフライト JMB会員を招待,2023年12月21日
T00195,G00024,"JAL、燃油サーチャージ引き下げ 2月以降発券分、欧米往復87,200円",2023年12月21日
T00196,G00015,ANA、国際線ファースト・ビジネスクラスのアメニティキット刷新,2023年12月21日
T00197,G00153,エールフランス航空、1万円割引コード配布中,2023年12月21日
T00198,G00011,エア・ドゥ、就航25周年 特別フライトを実施,2023年12月20日
T00199,,ANAエコノミークラス機内食、カプセルトイに 10種類を展開,2023年12月20日
T00200,G00044,カタール航空、東京/羽田〜ドーハ線を運休,2023年12月20日
T00201,G00125,"ピーチ、「クリスマスセール」開催 片道2,790円から",2023年12月20日
T00202,G00093,中部国際空港、駐車場料金に「多客期料金」を導入 12月27日から適用,2023年12月20日
T00203,G00021,中国東方航空、日本コールセンターの営業を終了,2023年12月20日
T00204,,トランサヴィア航空、エアバスA321neoを初受領,2023年12月20日
T00205,G00058,ジェットスター・ジャパン、東京/成田〜上海/浦東線の運航再開 週4往復で,2023年12月20日
T00206,,JALとDHL、JALの767貨物機を活用した長期契約を締結,2023年12月20日
T00207,,イージージェット、エアバスA320ファミリーを157機追加発注,2023年12月20日
T00208,G00106,ルフトハンザグループ、ボーイングの単通路機を約30年ぶりに発注,2023年12月19日
T00209,G00038,スイス・インターナショナル・エアラインズ、チューリッヒ〜ロッテルダム線を開設 2024年1月22日から週6往復,2023年12月19日
T00210,G00011,エア・ドゥ、客室乗務職の採用開始 40名程度,2023年12月19日
T00211,G00106,ルフトハンザグループ、エアバスA220型機とボーイング737MAXを発注,2023年12月19日
T00212,G00107,フィンエアー、エアバスA321型機6機を購入 BOCから,2023年12月19日
T00213,,エティハド航空とTAPポルトガル航空、コードシェアを開始,2023年12月19日
T00214,G00114,"マカオ航空、マカオ往復が2名総額89,990円から 東京/成田・大阪/関西発着",2023年12月19日
T00215,G00038,スイス・インターナショナル・エアラインズ、来夏スケジュールに4都市乗り入れ,2023年12月19日
T00216,G00024,"JAL、仙台〜札幌/千歳・大阪/伊丹線の「スカイメイト」運賃引き下げ 片道6,440円",2023年12月19日
T00217,G00094,大韓航空、札幌/千歳〜ソウル/仁川線を増便 2024年1月13日から1日2往復,2023年12月19日
T00218,G00080,【特集】JALの新国際線機、エアバスA350-1000 “リクライニング済み”のエコノミークラス編,2023年12月19日
T00219,G00015,"ANA、12月21日〜27日搭乗分「トクたびマイル」設定 東京/羽田〜宮古線5,500マイルなど",2023年12月19日
T00220,G00107,フィンエアー、マイレージプログラムの刷新延期 来年3月9日に,2023年12月19日
T00221,G00015,ANA、国内線で「幼児ディスカウント」を導入 「往復ディスカウント」はルール変更,2023年12月19日
T00222,,ALC、サンクラス航空にエアバス機2機を引き渡し,2023年12月19日
T00223,G00007,イベリア航空、東京/成田〜マドリード線の運航再開 2024年10月27日から週3往復,2023年12月18日
T00224,G00011,エア・ドゥ、12月30日のレバンガ北海道対富山グラウジーズ戦を冠試合に,2023年12月18日
T00225,G00145,シンガポール航空、シンガポール〜ロンドン/ガトウィック線を開設 2024年6月21日から週5往復,2023年12月18日
T00226,G00115,"ソラシドエア、小児運賃を12,000円or14,000円に 2月26日〜3月30日搭乗分",2023年12月18日
T00227,,北京首都航空、大阪/関西〜合肥〜石家庄線を開設 12月23日から週2往復,2023年12月18日
T00228,G00024,JAL、国内・国際線の予約開始日時を変更 360日前午前0時に,2023年12月18日
T00229,G00024,JAL、エアバスA350-1000型機受領で社内セレモニー開催,2023年12月18日
T00230,G00060,"スプリング・ジャパン、全路線で「クリスマスセール」 片道1,980円から",2023年12月18日
T00231,G00115,ソラシドエア、バーゲンシリーズなど一部運賃の取消手数料を変更,2023年12月18日
T00232,,2023年のSAF生産量は6億リットル、前年比2倍 24年には18億リットル超,2023年12月18日
T00233,G00090,上海航空、福岡〜上海/浦東線を開設 12月28日から週2往復,2023年12月17日
T00234,G00024,JAL、東京/羽田～ロサンゼルス線でファーストクラス設定 ボーイング777-300ER型機投入,2023年12月17日
T00235,G00008,バティックエアー・マレーシア、名古屋/中部〜高雄〜クアラルンプール線の開設を計画 MAVCOMが承認,2023年12月17日
T00236,G00115,ソラシドエア、「ソラシド ファーストメンバーズ」を終了,2023年12月17日
T00237,G00106,ルフトハンザグループ、短距離機材12機をセール＆リースバック,2023年12月17日
T00238,,ベトナム航空と島根県、国際定期便の就航実現に向け覚書締結,2023年12月17日
T00239,G00131,エミレーツ航空、羽田空港で送迎サービス再開 ファースト・ビジネス利用者向け,2023年12月17日
T00240,G00038,スイス・インターナショナル・エアラインズ、AIで乗客数カウント 正式導入,2023年12月17日
T00241,G00062,JALとジャルパック、学びを通じて地域とつながるプラットフォーム「旅アカデミー」の実証実験開始,2023年12月17日
T00242,G00058,ジェットスター・ジャパン、来夏スケジュールの7路線の航空券追加販売,2023年12月16日
T00243,G00014,アボロン、ボーイング737-8型機を40機追加発注,2023年12月16日
T00244,G00055,チェジュ航空、広島〜ソウル/仁川線を増便 2024年1月12日から1日2往復,2023年12月16日
T00245,G00102,ルフトハンザグループ各社、テルアビブ発着便を再開,2023年12月16日
T00246,G00075,カンタス航空、エアバスA220型機を初受領,2023年12月16日
T00247,G00080,【特集】JALの新国際線機、エアバスA350-1000 “あぐらもかける”プレミアムエコノミークラス編,2023年12月16日
T00248,G00088,ターキッシュ・エアラインズ、エアバス機220機を追加発注,2023年12月16日
T00249,,成田空港とトルクメニスタンを結ぶ航空便、運航可能に 航空協議で合意,2023年12月15日
T00250,G00058,ジェットスター・ジャパン、東京/成田〜旭川線を開設 初便はA321LR,2023年12月15日
T00251,G00151,スカンジナビア航空、東京/羽田〜コペンハーゲン線を増便 2024年4月25日から週4往復,2023年12月15日
T00252,G00072,JALのエアバスA350-1000型機初号機、羽田空港に到着,2023年12月15日
T00253,G00058,"ジェットスター・ジャパン、国内線11路線で「スーパースターセール」 片道3,750円から、成田〜札幌/千歳・旭川線は往復予約で復路990円",2023年12月15日
T00254,G00084,JALのエアバスA350-1000型機、仏・トゥールーズを出発 15日午前にも羽田に到着,2023年12月14日
T00255,G00011,"エア・ドゥ、全路線5,000円の「DOセール」開催 今夜から",2023年12月14日
T00256,G00080,【特集】JALの新国際線機、エアバスA350-1000 個室感重視のビジネスクラス編,2023年12月14日
T00257,G00015,ANA、2月〜3月搭乗分で「国内線タイムセール」実施 あすから,2023年12月14日
T00258,G00098,ANAグループ、スカイトラックスの最高評価「5スター」を11年連続で獲得,2023年12月14日
T00259,G00044,カタール航空、冬割キャンペーン開催 欧州へ9万円台から,2023年12月14日
T00260,G00107,フィンエアー、100周年記念オファー 欧州往復総額16.2万円から,2023年12月14日
T00261,G00046,エアカラン、東京/成田〜ヌメア線でセール 総額8.4万円から,2023年12月14日
T00262,G00088,ターキッシュ・エアラインズ、大阪/関西〜イスタンブール線の運航開始 週4往復で,2023年12月14日
T00263,G00080,【特集】JALの新国際線機、エアバスA350-1000 初の扉付き個室・ファーストクラス編,2023年12月14日
T00264,G00014,アボロン、エアバスA321neoを100機追加発注,2023年12月14日
T00265,G00024,JAL、国際線の新旗艦機エアバスA350-1000公開 2024年1月就航、ボーイング777-300ER置き換えへ,2023年12月14日
T00266,G00015,ANA、ステイタスカード・スーパーフライヤーズラウンジカードの全員への発行終了 2024年度からプラスチックカードは希望者のみに,2023年12月13日
T00267,G00024,JAL、エアバスA350-1000型機の株主向け見学会 1月16日に実施,2023年12月13日
T00268,,スマホ決済サービス「JAL Pay」、Google Payに対応,2023年12月13日
T00269,,マリオットとシンガポール航空、ステータスマッチ実施,2023年12月13日
T00270,G00154,"スクート、東南アジア路線でセール 片道13,000円から",2023年12月13日
T00271,G00037,AirJapan、東京/成田〜バンコク/スワンナプーム線をデイリー化 2024年4月30日から,2023年12月13日
T00272,G00024,JAL、最後のボーイング777-200ERが離日 退役ツアー客乗せLAへ,2023年12月13日
T00273,G00015,"ANA、12月14日〜20日搭乗分「トクたびマイル」設定 東京/羽田〜大阪/伊丹線3,000マイルなど",2023年12月12日
T00274,G00081,チャイナエアライン、沖縄/那覇〜台北/桃園線を増便 24年1月2日から週11往復,2023年12月12日
T00275,G00024,JAL、機内食容器に障害者のアート作品 CAがコラボ発案,2023年12月12日
T00276,G00081,チャイナエアライン、沖縄/那覇〜高雄線の運航再開 24年1月1日から週3往復,2023年12月12日
T00277,G00074,ヴァージン・アトランティック航空、ロンドン/ヒースロー〜サンパウロ線を開設 24年5月13日から1日1往復,2023年12月12日
T00278,G00015,ANA、国際線のベジタリアン・ヴィーガン用機内食でドーナツ提供 元ANA客室乗務員が創業,2023年12月12日
T00279,G00015,ANA、メタバースアプリ「ANA GranWhale」公開 仮想旅行でマイル獲得も,2023年12月11日
T00280,G00024,JAL、降機用ビデオをリニューアル 12年ぶり,2023年12月11日
T00281,G00024,JAL、エアバスA350−1000型機を2024年1月24日就航 羽田〜NY線,2023年12月11日
T00282,,関西エアポート、中間決算は4期ぶり黒字化,2023年12月10日
T00283,G00045,トキエア、2号機を那覇へ空輸 冬季運航に伴う整備実施,2023年12月10日
T00284,G00024,JAL、6〜11歳までの”お子さま一人旅”利用で冬休み限定特典を進呈 12月中対象,2023年12月10日
T00285,,フィジー・エアウェイズとジェットブルー航空、インターライン契約を締結,2023年12月10日
T00286,G00044,カタール航空、2日間限定タイムセール開催 欧州へ11万円台から,2023年12月10日
